"MovieTitle","MovieID","MovieURL","ReleaseYear","IMDBRating","NumberOfUsersRated","DurationMins","ReleaseDate","Genre1","Genre2","Genre3","NumIMDBUserReviews","NumIMDBCriticReviews","DirectorName","DirectorID","DirectorURL","Star1Name","Star1ID","Star1URL","Star2Name","Star2ID","Star2URL","Star3Name","Star3ID","Star3URL","BoxOfficeBudget","BoxOfficeBudgetCurr","BoxOfficeOpeningWeekend","BoxOfficeOpeningWeekendCurr","BoxOfficeGross","BoxOfficeGrossCurr","NumberOfOscars"
"Revenge of the Pink Panther","tt0078163","http://www.imdb.com/title/tt0078163/","1978","6.7","15026","99"," 19 July 1978
(USA)
","Comedy","Crime","Mystery","15026",NA,"Frank Waldman","/name/nm0164446","/name/nm0164446/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Gross:        SEK 5,290,502        

      (Sweden)
    ",NA,"
    See more »
  ",NA,"","NA","0"
"The Swarm","tt0078350","http://www.imdb.com/title/tt0078350/","1978","4.3","4963","116"," 14 July 1978
(USA)
","Horror",NA,NA,"4963",NA,"Arthur Herzog III","/name/nm0798103","/name/nm0798103/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Gross:        $10,000,000        

      (USA)
    ",NA,"
    See more »
  ",NA,"","NA","1"
"Foul Play","tt0077578","http://www.imdb.com/title/tt0077578/","1978","6.8","9957","116"," 14 July 1978
(USA)
","Comedy","Mystery","Thriller","9957",NA,"Colin Higgins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    See more »
  ",NA,"",NA,"Company Credits","NA","1"
"To Be Twenty","tt0077191","http://www.imdb.com/title/tt0077191/","1978","6.2","559","94"," 14 July 1978
(Italy)
","Comedy","Drama",NA,"559",NA,"Fernando Di Leo","/name/nm0223964","/name/nm0223964/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"Northern Lights","tt0078008","http://www.imdb.com/title/tt0078008/","1978","6.8","137","95"," 17 November 1978
(USA)
","Drama","History",NA,"137",NA,"John Hanson","/name/nm0632300","/name/nm0632300/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Gross:        $5,291        

      (USA)
      (15 November 2013)
    ",NA,"
    See more »
  ",NA,"","NA","0"
"Martin","tt0077914","http://www.imdb.com/title/tt0077914/","1977","7.2","6969","95"," 7 July 1978
(USA)
","Drama","Horror",NA,"6969",NA,"George A. Romero","/name/nm0001681","/name/nm0001681/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"80000","USD","
    See more »
  ",NA,"","NA","0"
"Hot Lead and Cold Feet","tt0077698","http://www.imdb.com/title/tt0077698/","1978","6.0","759","90"," 5 July 1978
(USA)
","Family","Western","Action","759",NA,"Joseph L. McEveety","/name/nm0022492","/name/nm0022492/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"The Bad News Bears Go to Japan","tt0077199","http://www.imdb.com/title/tt0077199/","1978","3.4","2184","91"," 30 June 1978
(USA)
","Comedy","Family","Sport","2184",NA,"Bill Lancaster",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"Heaven Can Wait","tt0077663","http://www.imdb.com/title/tt0077663/","1978","6.9","13570","101"," 28 June 1978
(USA)
","Comedy","Fantasy","Romance","13570",NA,"Elaine May","/name/nm0000886","/name/nm0000886/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    See more »
  ",NA,"",NA,"Company Credits","NA","1"
"Dona Flor and Her Two Husbands","tt0077452","http://www.imdb.com/title/tt0077452/","1976","7.1","1614","110"," 21 June 1978
(USA)
","Comedy",NA,NA,"1614","8","Jorge Amado","/name/nm0000853","/name/nm0000853/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","1"
"Jaws 2","tt0077766","http://www.imdb.com/title/tt0077766/","1978","5.7","47803","116"," 16 June 1978
(USA)
","Horror","Thriller",NA,"47803",NA,"Jeannot Szwarc","/name/nm0844358","/name/nm0844358/","Roy Scheider","nm0001702","/name/nm0001702/","Lorraine Gary","nm0308882","/name/nm0308882/","Murray Hamilton","nm0358069","/name/nm0358069/","
    Gross:        $102,922,376        

      (USA)
    ",NA,"
    See more »
  ",NA,"","NA","0"
"Go Tell the Spartans","tt0077617","http://www.imdb.com/title/tt0077617/","1978","6.8","1685","114"," 1 September 1978
(USA)
","Action","Drama","War","1685",NA,"Daniel Ford","/name/nm0562606","/name/nm0562606/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    See more »
  ",NA,"",NA,"Company Credits","NA","0"
"The Norman ConquestsEpisode: Table Manners","tt4322992","http://www.imdb.com/title/tt4322992/",NA,"8.2","10","93",NA,"Comedy",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Technical Specs",NA,"
      Runtime: 
        93 min
            (3 episodes)
    ",NA,"
    Color:
        Color
    ","NA","0"
"Grease","tt0077631","http://www.imdb.com/title/tt0077631/","1978","7.2","155869","110"," 16 June 1978
(USA)
","Musical","Romance",NA,"155869","122","Randal Kleiser","/name/nm0459170","/name/nm0459170/","John Travolta","nm0000237","/name/nm0000237/","Olivia Newton-John","nm0000556","/name/nm0000556/","Stockard Channing","nm0000330","/name/nm0000330/","6000000","USD","12705463","USD","
    Gross:        £3,989,870        

      (UK)
      (14 August 1998)
    ","NA","1"
"The Cheap Detective","tt0077321","http://www.imdb.com/title/tt0077321/","1978","6.5","2907","92"," 23 June 1978
(USA)
","Comedy","Crime","Mystery","2907",NA,"Neil Simon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"The Cat from Outer Space","tt0077305","http://www.imdb.com/title/tt0077305/","1978","5.9","2993","104"," 9 June 1978
(USA)
","Comedy","Sci-Fi",NA,"2993",NA,"Ted Key","/name/nm0450774","/name/nm0450774/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Production Co:
        
Walt Disney Productions      
        See more »
      
    ",NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"","NA","0"
"Damien: Omen II","tt0077394","http://www.imdb.com/title/tt0077394/","1978","6.2","20930","107"," 9 June 1978
(USA)
","Horror",NA,NA,"20930",NA,"Harvey Bernhard","/name/nm0783544","/name/nm0783544/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Gross:        SEK 1,331,227        

      (Sweden)
    ",NA,"
    See more »
  ",NA,"","NA","0"
"Capricorn One","tt0077294","http://www.imdb.com/title/tt0077294/","1977","6.8","15264","123"," 2 June 1978
(USA)
","Action","Thriller",NA,"15264",NA,"Peter Hyams","/name/nm0001382","/name/nm0001382/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Gross:        SEK 5,438,801        

      (Sweden)
    ",NA,"
    See more »
  ",NA,"","NA","0"
"Corvette Summer","tt0077372","http://www.imdb.com/title/tt0077372/","1978","5.5","1957","105"," 2 June 1978
(USA)
","Adventure","Comedy",NA,"1957",NA,"Hal Barwood","/name/nm0059493","/name/nm0059493/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","1"
"Good Guys Wear Black","tt0079227","http://www.imdb.com/title/tt0079227/","1978","5.0","1893","95"," June 1978
(USA)
","Action",NA,NA,"1893",NA,"Bruce Cohn","/name/nm0575865","/name/nm0575865/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Gross:        $18,328,000        

      (USA)
    ",NA,"
    See more »
  ",NA,"","NA","0"
"Who Can Kill a Child?","tt0075462","http://www.imdb.com/title/tt0075462/","1976","7.4","4323","112"," June 1978
(USA)
","Horror",NA,NA,"4323",NA,"Juan José Plans","/name/nm0406654","/name/nm0406654/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"Harper Valley P.T.A.","tt0077660","http://www.imdb.com/title/tt0077660/","1978","5.6","753","93"," June 1978
(USA)
","Comedy",NA,NA,"753",NA,"George Edwards","/name/nm0773710","/name/nm0773710/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"Zero to Sixty","tt0078522","http://www.imdb.com/title/tt0078522/","1978","4.9","129","101"," June 1978
(USA)
","Comedy",NA,NA,"129",NA,"Darren McGavin","/name/nm0794339","/name/nm0794339/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Technical Specs",NA,"
      Runtime: 
        101 min
    ","NA","0"
"The Bastard","tt0077212","http://www.imdb.com/title/tt0077212/",NA,"7.1","191","240"," 22 May 1978
(USA)
","Drama","History","Romance","191",NA,"John Jakes","/name/nm0415887","/name/nm0415887/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Technical Specs",NA,"
      Runtime: 
        240 min
    ","NA","1"
"Thank God It's Friday","tt0078382","http://www.imdb.com/title/tt0078382/","1978","5.0","1554","89"," 20 July 1978
(Netherlands)
","Comedy","Music",NA,"1554",NA,"Armyan Bernstein","/name/nm0077000","/name/nm0077000/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Gross:        $7,300,000        

      (USA)
    ",NA,"
    See more »
  ",NA,"","NA","1"
"The Buddy Holly Story","tt0077280","http://www.imdb.com/title/tt0077280/","1978","7.2","6064","114"," 3 November 1978
(Finland)
","Biography","Drama","Music","6064",NA,"Alan Swyer","/name/nm0325981","/name/nm0325981/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    See more »
  ",NA,"",NA,"Company Credits","NA","1"
"Child of Glass","tt0077325","http://www.imdb.com/title/tt0077325/",NA,"7.8","354","93"," 14 May 1978
(USA)
","Drama","Family","Fantasy","354",NA,"Richard Peck","/name/nm0669708","/name/nm0669708/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"Blue Sunshine","tt0074226","http://www.imdb.com/title/tt0074226/","1978","6.1","1613","94"," 12 May 1978
(USA)
","Horror","Thriller",NA,"1613",NA,"Jeff Lieberman","/name/nm0006639","/name/nm0006639/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    See more »
  ",NA,"",NA,"Company Credits","NA","0"
"The End","tt0077504","http://www.imdb.com/title/tt0077504/","1978","6.2","2570","100"," 10 May 1978
(USA)
","Comedy","Drama",NA,"2570",NA,"Jerry Belson","/name/nm0069547","/name/nm0069547/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"Ilsa the Tigress of Siberia","tt0078398","http://www.imdb.com/title/tt0078398/","1977","4.9","1208","85"," May 1978
(USA)
","Horror",NA,NA,"1208",NA,"Marven McGara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    See more »
  ",NA,"",NA,"Company Credits","NA","0"
"Big Wednesday","tt0077235","http://www.imdb.com/title/tt0077235/","1978","7.3","4367","120"," May 1978
(USA)
","Drama","Sport",NA,"4367",NA,"John Milius","/name/nm0587518","/name/nm0587518/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    See more »
  ",NA,"",NA,"Company Credits","NA","0"
"The Manitou","tt0077904","http://www.imdb.com/title/tt0077904/","1978","5.1","1854","104"," 15 April 1978
(Japan)
","Horror",NA,NA,"1854",NA,"Graham Masterton","/name/nm0320852","/name/nm0320852/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    See more »
  ",NA,"",NA,"Company Credits","NA","0"
"The Last Waltz","tt0077838","http://www.imdb.com/title/tt0077838/","1978","8.2","12152","117"," 26 April 1978
(USA)
","Documentary","Music",NA,"12152","70","Mardik Martin","/name/nm0552731","/name/nm0552731/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $16,151        

      (USA)
      (5 April 2002)
    ",NA,"
    Gross:        $321,952        

      (USA)
      (24 May 2002)
    ",NA,"
    See more »
  ","NA","0"
"Ringo","tt0077071","http://www.imdb.com/title/tt0077071/",NA,"7.9","104","45"," 26 April 1978
(USA)
","Comedy",NA,NA,"104",NA,"Neal Israel","/name/nm0698493","/name/nm0698493/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"Dear Inspector","tt0076808","http://www.imdb.com/title/tt0076808/","1977","6.8","503","105"," 18 January 1978
(France)
","Action","Comedy","Thriller","503",NA,"Jean-Paul Rouland","/name/nm0647144","/name/nm0647144/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Technical Specs",NA,"
      Runtime: 
        105 min
    ","NA","0"
"I Wanna Hold Your Hand","tt0077714","http://www.imdb.com/title/tt0077714/","1978","6.9","2887","104"," 22 March 1979
(Colombia)
","Comedy","Music","Romance","2887",NA,"Bob Gale","/name/nm0000709","/name/nm0000709/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Company Credits",NA,"
    Production Co:
        
Universal Pictures      
        See more »
      
    ","NA","0"
"FM","tt0077532","http://www.imdb.com/title/tt0077532/","1978","6.2","629","104"," 20 April 1978
(USA)
","Comedy","Drama","Music","629",NA,"Ezra Sacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"The Medusa Touch","tt0077921","http://www.imdb.com/title/tt0077921/","1978","7.1","3624","105"," 1978
(UK)
","Horror","Sci-Fi",NA,"3624",NA,"John Briley","/name/nm0109300","/name/nm0109300/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"F.I.S.T.","tt0077531","http://www.imdb.com/title/tt0077531/","1978","6.4","5258","145"," 17 August 1978
(West Germany)
","Drama",NA,NA,"5258",NA,"Joe Eszterhas","/name/nm0000390","/name/nm0000390/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    See more »
  ",NA,"",NA,"Company Credits","NA","0"
"Rabbit Test","tt0078133","http://www.imdb.com/title/tt0078133/","1978","3.0","564","84"," 31 July 1981
(Finland)
","Comedy",NA,NA,"564",NA,"Joan Rivers","/name/nm0714628","/name/nm0714628/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Technical Specs",NA,"
      Runtime: 
        84 min
    ","NA","0"
"Pretty Baby","tt0078111","http://www.imdb.com/title/tt0078111/","1978","6.6","6825","110"," 5 April 1978
(USA)
","Drama",NA,NA,"6825",NA,"Louis Malle",NA,NA,"Brooke Shields","nm0000222","/name/nm0000222/","Keith Carradine","nm0001018","/name/nm0001018/","Susan Sarandon","nm0000215","/name/nm0000215/"," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","1"
"Every Home Should Have One","tt0065709","http://www.imdb.com/title/tt0065709/","1970","4.9","214","94"," April 1978
(USA)
","Comedy",NA,NA,"214",NA,"Marty Feldman","/name/nm0471014","/name/nm0471014/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"All You Need Is Cash","tt0077147","http://www.imdb.com/title/tt0077147/",NA,"7.4","4911","76"," 22 March 1978
(USA)
","Comedy","Music",NA,"4911",NA,"Eric Idle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200000","USD","
    See more »
  ",NA,"","NA","0"
"Madame Rosa","tt0076348","http://www.imdb.com/title/tt0076348/","1977","7.3","717","105"," 19 March 1978
(USA)
","Drama",NA,NA,"717",NA,"Romain Gary","/name/nm0594624","/name/nm0594624/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Technical Specs",NA,"
      Runtime: 
        105 min
    ","NA","1"
"Straight Time","tt0078326","http://www.imdb.com/title/tt0078326/","1978","7.4","4855","114"," 14 July 1978
(Norway)
","Crime","Drama",NA,"4855",NA,"Edward Bunker","/name/nm0120483","/name/nm0120483/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"An Enemy of the People","tt0075993","http://www.imdb.com/title/tt0075993/","1978","7.0","654","103"," 17 March 1978
(USA)
","Drama",NA,NA,"654",NA,"Arthur Miller","/name/nm0414317","/name/nm0414317/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Company Credits",NA,"
    Production Co:
        
First Artists,        
Solar Productions      
        See more »
      
    ","NA","0"
"Tropical Inferno","tt0123847","http://www.imdb.com/title/tt0123847/","1978","4.5","409","75"," 17 March 1978
(West Germany)
","Action","Crime","Drama","409",NA,"Jesús Franco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Technical Specs",NA,"
      Runtime: 
        75 min
    ","NA","0"
"House Calls","tt0077699","http://www.imdb.com/title/tt0077699/","1978","6.8","1340","98"," 15 March 1978
(USA)
","Comedy","Drama","Romance","1340",NA,"Max Shulman","/name/nm0258493","/name/nm0258493/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Technical Specs",NA,"
    Sound Mix:
        Mono
    ","NA","0"
"The Big Sleep","tt0077234","http://www.imdb.com/title/tt0077234/","1978","5.7","2850","99"," 7 April 1978
(UK)
","Crime","Mystery","Romance","2850",NA,"Raymond Chandler","/name/nm0935382","/name/nm0935382/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    See more »
  ",NA,"",NA,"Company Credits","NA","0"
"Gray Lady Down","tt0077629","http://www.imdb.com/title/tt0077629/","1978","6.2","1919","111"," April 1978
(USA)
","Adventure","Drama","History","1919",NA,"David Lavallee","/name/nm0926436","/name/nm0926436/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"The Fury","tt0077588","http://www.imdb.com/title/tt0077588/","1978","6.4","8845","118"," 10 March 1978
(USA)
","Thriller",NA,NA,"8845",NA,"John Farris","/name/nm0268468","/name/nm0268468/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    See more »
  ",NA,"",NA,"Company Credits","NA","0"
"Return from Witch Mountain","tt0078158","http://www.imdb.com/title/tt0078158/","1978","5.9","3222","95"," 10 March 1978
(USA)
","Family","Adventure","Sci-Fi","3222",NA,"Malcolm Marmorstein","/name/nm0450720","/name/nm0450720/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Production Co:
        
Walt Disney Productions      
        See more »
      
    ",NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"","NA","0"
"American Hot Wax","tt0077158","http://www.imdb.com/title/tt0077158/","1978","6.9","958","91"," 17 March 1978
(USA)
","Drama","History","Music","958",NA,"John Kaye","/name/nm0443329","/name/nm0443329/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"An Unmarried Woman","tt0078444","http://www.imdb.com/title/tt0078444/","1978","7.2","3126","124"," 26 May 1978
(France)
","Comedy","Drama","Romance","3126",NA,"Paul Mazursky",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","3"
"Sextette","tt0078238","http://www.imdb.com/title/tt0078238/","1978","3.1","941","91"," 3 March 1978
(USA)
","Comedy","Musical","Romance","941",NA,"Herbert Baker","/name/nm0922213","/name/nm0922213/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Production Co:
        
Briggs and Sullivan      
        See more »
      
    ",NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"","NA","0"
"Fingers","tt0077549","http://www.imdb.com/title/tt0077549/","1978","7.0","1745","90"," 23 August 1978
(France)
","Crime","Drama","Music","1745",NA,"James Toback",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"Crossed Swords","tt0077381","http://www.imdb.com/title/tt0077381/","1977","6.5","1154","113"," 17 March 1978
(USA)
","Adventure","Comedy","Drama","1154",NA,"Berta Domínguez D.","/name/nm0818201","/name/nm0818201/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    See more »
  ",NA,"",NA,"Company Credits","NA","0"
"The Toolbox Murders","tt0078405","http://www.imdb.com/title/tt0078405/","1978","5.2","2221","93"," March 1978
(USA)
","Drama","Horror","Thriller","2221",NA,"Neva Friedenn","/name/nm0247574","/name/nm0247574/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    See more »
  ",NA,"",NA,"Company Credits","NA","0"
"Laserblast","tt0077834","http://www.imdb.com/title/tt0077834/","1978","2.5","4161","85"," 1 March 1978
(USA)
","Horror","Sci-Fi",NA,"4161",NA,"Franne Schacht","/name/nm0769493","/name/nm0769493/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Technical Specs",NA,"
      Runtime: 
        85 min
          |
        80 min
            (video)
    ","NA","0"
"Coming Home","tt0077362","http://www.imdb.com/title/tt0077362/","1978","7.3","8884","127"," 15 February 1978
(USA)
","Drama","Romance","War","8884",NA,"Hal Ashby",NA,NA,"Jane Fonda","nm0000404","/name/nm0000404/","Jon Voight","nm0000685","/name/nm0000685/","Bruce Dern","nm0001136","/name/nm0001136/","
    See more »
  ",NA,"",NA,"Company Credits","NA","3"
"Blue Collar","tt0077248","http://www.imdb.com/title/tt0077248/","1978","7.6","4315","114"," 10 February 1978
(USA)
","Crime","Drama",NA,"4315",NA,"Paul Schrader","/name/nm0001707","/name/nm0001707/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"The Bermuda Triangle","tt0078417","http://www.imdb.com/title/tt0078417/","1978","4.5","600","112"," 10 February 1978
(Italy)
","Horror","Sci-Fi","Mystery","600",NA,"Charles Berlitz","/name/nm0136552","/name/nm0136552/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"The Betsy","tt0077228","http://www.imdb.com/title/tt0077228/","1978","5.0","1158","125"," 9 February 1978
(USA)
","Drama",NA,NA,"1158",NA,"Harold Robbins","/name/nm0060378","/name/nm0060378/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    See more »
  ",NA,"",NA,"Company Credits","NA","0"
"The Dean Martin Celebrity Roast: Frank Sinatra","tt0488826","http://www.imdb.com/title/tt0488826/",NA,"8.0","111","100",NA,"Comedy",NA,NA,"111",NA,"Harry Crane","/name/nm1212546","/name/nm1212546/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Technical Specs",NA,"
      Runtime: 
        100 min
    ","NA","0"
"The Boys in Company C","tt0077270","http://www.imdb.com/title/tt0077270/","1978","7.0","2081","125"," 12 April 1978
(Denmark)
","Drama","War",NA,"2081",NA,"Rick Natkin","/name/nm0622355","/name/nm0622355/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","1"
"Remember My Name","tt0078150","http://www.imdb.com/title/tt0078150/","1978","6.5","461","94"," February 1978
(USA)
","Thriller","Drama",NA,"461",NA,"Alan Rudolph","/name/nm0748928","/name/nm0748928/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"Das Schlangenei","tt0076686","http://www.imdb.com/title/tt0076686/","1977","6.7","3550","119"," 15 February 1978
(USA)
","Drama","Mystery","Thriller","3550",NA,"Ingmar Bergman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Gross:        SEK 2,359,946        

      (Sweden)
    ",NA,"
    See more »
  ",NA,"","NA","0"
